OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"1547",37.483825976,69.1636237893,3487.77767217,"23","1275",TJK.STC,South Tajikistanian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1548",40.6559865457,69.8896282672,3154.39415308,"13","1276",TJK.STD,South Tajikistanian D,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1549",36.9570165601,71.97850671,2902.37673473,"12","1277",TJK.ETA,Eastern Tajikistanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1550",38.8925719828,69.4546061495,2619.93963882,"8","1278",TJK.ETB,Eastern Tajikistanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1551",38.4336563417,70.8060195908,2279.16381227,"14","1279",TJK.ETC,Eastern Tajikistanian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1552",39.3721809742,67.6707920536,1860.67231181,"15","1280",TJK.WPA,Western Pamirian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1553",37.714409816,70.1328137437,872.468772164,"19","1281",TJK.WPB,Western Pamirian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1554",40.0511033848,70.6390091657,650.070451866,"13","1282",TJK.WPC,Western Pamirian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1555",39.4999338561,71.343388102,509.475442922,"1","1283",TJK.EPA,Eastern Pamirian,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1556",40.3035314903,69.4785263214,484.792015848,"2","1284",TJK.ALA,Alayan,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1558",48.9462106949,11.4223444839,70505.9973542,"422","1286",DEU.BY,"Bayern, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1565",52.7703443333,9.16992400295,47767.5459739,"294","1293",DEU.NI,"Niedersachsen, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1557",48.5418924181,9.05144111988,35989.0710827,"329","1285",DEU.BW,"Baden-WΓΌrttemberg, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1566",51.4766733738,7.56652845445,34273.7755042,"382","1294",DEU.NW,"Nordrhein-Westfalen, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1560",52.47328025,13.3990663619,29458.3777462,"276","1288",DEU.BB,"Brandenburg, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1564",53.7531201769,12.5375837844,23193.1582986,"186","1292",DEU.MV,"Mecklenburg-Vorpommern, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1563",50.6022127209,9.03943801768,20983.4577999,"357","1291",DEU.HE,"Hessen, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1569",52.0119372303,11.7054956351,20602.675086,"600","1297",DEU.ST,"Sachsen-Anhalt, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1567",49.9165233089,7.45364496241,19835.083219,"403","1295",DEU.RP,"Rheinland-Pfalz, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1570",51.0512550103,13.3541361892,18417.9241722,"464","1298",DEU.SN,"Sachsen, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1572",50.9029749517,11.0304845364,16256.1084645,"369","1300",DEU.TH,"ThΓΌringen, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1571",54.1888268131,9.80582802466,15651.812556,"198","1299",DEU.SH,"Schleswig-Holstein, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1568",49.3911587882,6.95720789472,2560.73720667,"276","1296",DEU.SL,"Saarland, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1559",52.4993363,13.4087822244,885.31808391,"185","1287",DEU.BE,"Berlin, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1562",53.5545680308,10.0272090388,768.156743459,"186","1290",DEU.HH,"Hamburg, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1561",53.1121443239,8.7862344974,318.857935186,"125","1289",DEU.HB,"Bremen, Germany","0",GER-OO,Germany,GER,"11","1",Europe,DEU,Germany,"3","2","2405"
"1068",-9.15438848311,-74.3780645707,1289866.40009,"366","530",PER,Peru,"0",PER-OO,Peru,PER,"83","8",Southern America,PER,Peru,"2","2","2420"
